subcategory_link,item,weight,price,item_image_link
https://www.elgrocer.com/store/al-douri-abu-baker/spreads-jam/jam-1848,Durra Strawberry Jam,875g,AED 17.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/145/918/medium/6210241181275.png?1587228596
https://www.elgrocer.com/store/al-douri-abu-baker/spreads-jam/jam-1848,Al Douri Rose Jam,250g,AED 3.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/145/905/medium/2112560000000.jpg?1587228580
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-fruits-1856,Al Douri Prunes Without Seed,500g,AED 18.00 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/145/987/medium/2222030000000.jpg?1587228362
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-fruits-1856,Al Douri Dried Pomegranate,500g,AED 24.00 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/145/982/medium/2331870000000.png?1587228369
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-fruits-1856,Al Douri Dried Apricots Jumbo,250g,AED 13.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/145/980/medium/2332420000000.png?1587228373
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-herbs-vegetables,Durra Green Thyme,450g,AED 14.25 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/637/medium/6251136000820.jpg?1587228466
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-herbs-vegetables,Aldouri Molokhia,250g,AED 12.95 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/260/263/medium/6294004120312.png?1617871325
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-herbs-vegetables,Al Douri Lemon Verbena,250g,AED 16.94 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/567/medium/2223150000000.jpg?1587228455
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-herbs-vegetables,Al Douri Chamomile Flowers,250g,AED 17.25 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/558/medium/2222780000000.jpg?1587228438
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-herbs-vegetables,Al Douri Ishriq,100g,AED 6.30 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/541/medium/2222180000000.jpeg?1587228431
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-herbs-vegetables,Al Douri Roselle Leaves,250s,AED 6.56 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/373/medium/2220530000000.jpg?1587228398
https://www.elgrocer.com/store/al-douri-abu-baker/dried-items/dried-herbs-vegetables,Al Douri Dried Okra Syrian,100g,AED 14.65 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/367/medium/2220330000000.jpg?1587228475
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Durra Cucumber Pickled,1400g,AED 19.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/146/035/medium/6210241051301.jpg?1587228066
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Al Douri Jalapeno Pepper Pickles,1kg,AED 13.25 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/330/medium/jalapeno_x2.jpg?1587498686
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Durra Olive Salad,675g,AED 17.50 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/146/038/medium/6210241311238.jpg?1587228086
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Al Douri Eggplant Stuffed,500g,AED 18.38 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/307/medium/2112230000000.jpg?1587228353
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Durra Pickled Mexican Hot Peppers,1000g,AED 15.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/146/063/medium/6210247771692.jpg?1587228112
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Al Douri Bolge Black Olives Turkey,750g,AED 19.50 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/146/059/medium/8697999480948.png?1587228126
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Durra Cucumber Pickled,2800g,AED 35.50 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/146/032/medium/6210241051400.jpg?1587228067
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Durra Cucumber Pickled,710g,AED 11.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/108/963/medium/6251136004538.jpg?1587228116
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Durra Grape Leaves,400g,AED 10.00 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/146/060/medium/6210241121165.jpg?1587228075
https://www.elgrocer.com/store/al-douri-abu-baker/canned-food/vegetables-1855,Al Douri Stuffed Grape Leaves Turkish,2kg,AED 22.50 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/146/067/medium/8697999481884.png?1587228128
https://www.elgrocer.com/store/al-douri-abu-baker/butchery-1899/meat-1900,Chicken Breast,250g,AED 20.00 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/607/medium/2660910000000.jpg?1587228054
https://www.elgrocer.com/store/al-douri-abu-baker/butchery-1899/meat-1900,Nakanek,250g,AED 9.74 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/309/320/medium/turkeylinksausage1-300x300.jpg?1625077298
https://www.elgrocer.com/store/al-douri-abu-baker/butchery-1899/meat-1900,Sausage,250g,AED 9.74 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/309/319/medium/sausage_410446060.jpg?1625077373
https://www.elgrocer.com/store/al-douri-abu-baker/butchery-1899/meat-1900,Brazilian Chuckroll,500g,AED 29.95 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/309/318/medium/Frozen_Boneless_Beef_Chuck_Roll-1000x1000.jpg?1625077419
https://www.elgrocer.com/store/al-douri-abu-baker/butchery-1899/meat-1900,Lamb Minced Meat,500g,AED 55.00 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/599/medium/2660170000000.jpg?1587228047
https://www.elgrocer.com/store/al-douri-abu-baker/home-kitchen/board-games,Al Douri Backgammon Rahaj,1pcs,AED 115.00 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/147/675/medium/6294441113460.jpg?1587228739
https://www.elgrocer.com/store/al-douri-abu-baker/barazek/barazek-497596,Syrian Super Malban Mix,250g,AED 14.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/313/689/medium/nougat-mix-top_480x480.jpg?1626230272
https://www.elgrocer.com/store/al-douri-abu-baker/barazek/barazek-497596,Aldouri Petit Four Mix,400g,AED 19.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/309/307/medium/109386_photo_1.jpg?1625070974
https://www.elgrocer.com/store/al-douri-abu-baker/barazek/barazek-497596,Aldouri Ghraybeh,550g,AED 19.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/309/306/medium/2091.jpg?1625071108
https://www.elgrocer.com/store/al-douri-abu-baker/barazek/barazek-497596,Aldouri Date Maamoul,500g,AED 19.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/309/305/medium/maamul-dates.jpg?1625071173
https://www.elgrocer.com/store/al-douri-abu-baker/barazek/barazek-497596,Aldouri Barazek,420g,AED 19.75 ,https://s3-eu-west-1.amazonaws.com/elgrocerstaging/products/photos/000/309/304/medium/bazarek1.jpg?1625072756
