product_link,badge,ingredient,brand,country,rating,count,recommend
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,"Suitable for the microwave, Suitable for vegetarians","Water, Wheatflour (contains Gluten), Sugar, Pasteurised Egg, Palm Oil, Dried Skimmed Milk, Coconut Oil, Butter Oil (Milk), Spirit Vinegar, Flavouring (Milk), Emulsifier: Sunflower Lecithin, Salt, Raising Agent: Sodium Bicarbonate, Preservative: E202Allergen InformationContains Cereals Containing Gluten, Contains Eggs, Contains Milk, Contains WheatDietary InformationSuitable for Vegetarians",M&S,Netherlands,3.0,23,40
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Suitable for the microwave, Organic, Suitable for vegetarians",NA,Ocado,"Egypt, Portugal",3.2,118,61
https://www.ocado.com/products/twinings-superblends-digest-tea-with-ginger-turmeric-574703011,Suitable for vegetarians,"Turmeric (45%), Lemongrass, Ginger Root (10%), Roasted Chicory Root, Natural Fig Flavouring with other Natural Flavourings (7%), Cinnamon Bark, Cloves, Natural Flavouring",Twinings,NA,NA,NA,NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,Suitable for vegetarians,"Butter (37%) (Milk), Water, Olive Oil (15%), Rapeseed Oil (15%), Lactic Culture (Milk), SaltDietary InformationSuitable for Vegetarians; Kosher",Lurpak,Denmark,4.1,20,75
https://www.ocado.com/products/hawksmoor-british-beef-dripping-546551011,Suitable for freezing,NA,Hawksmoor,NA,4.6,8,88
https://www.ocado.com/products/caffe-nero-single-origin-guatemala-coffee-beans-565134011,Suitable for vegetarians,NA,Caffe Nero,NA,NA,NA,NA
https://www.ocado.com/products/oatly-oat-drink-chocolate-long-life-41334011,Suitable for vegetarians,"Oat Base (Water, Oats 10%), Sugar 3,5%, Cocoa Powder 1%, Rapeseed Oil, Calcium Carbonate, Calcium Phosphates, Salt, Flavourings, Vitamins (D2, Riboflavin, B12), Potassium IodideAllergen InformationFree From Milk, Contains Oats, Free From SoyaDietary InformationSuitable for Vegans",Oatly,NA,4.7,134,92
https://www.ocado.com/products/sodastream-classics-diet-tonic-293933011,NA,"Water, Acid (Citric Acid), Natural Flavourings, Acidity Regulator (Tri Sodium Citrate), Sweeteners (Stevoil Glycosides, Sucralose), Preservative (Potassium Sorbate), Flavouring (Quinine)Dietary InformationKosher",SodaStream,Israel,3.4,14,65
https://www.ocado.com/products/graze-salted-caramel-wow-bake-548853011,Suitable for vegetarians,"Wheat Flour, Chicory Root Fibre, Wheat Fibre, Humectant: Glycerol, Sugar, Vegetable Oils (Palm*, Rapeseed, Coconut), Caramel Pieces with Salted Butter (5%) (Sugar, Condensed Skimmed Milk, Glucose Syrup, Salted Butter (Milk), Emulsifier: Mono- and Diglycerides of Fatty Acids), Caramel and Chocolate Flavoured Drizzle (5%) (Sugar, Vegetable Fat [Palm* Kernel], Fat Reduced Cocoa Powder, Whey Powder (Milk), Skimmed Milk Powder, Emulsifier: Soy Lecithin, Natural Flavourings), Cocoa Powder (5%), Free Range Egg White Powder, Raising Agent: Sodium Bicarbonate, Almonds, Pumpkin Seeds, Emulsifier: Rapeseed Lecithin, Caramelised Sugar Powder, Thickeners: Xanthan Gum, Locust Bean Gum, Salt, Cane Molasses, Natural Flavouring, *Graze contributes to the production of certified sustainable Palm OilAllergen InformationContains Almonds, Contains Eggs, Contains Milk, May Contain Nuts, May Contain Peanuts, Contains Soya, Contains WheatAllergy InformationMay contain Peanuts and Nuts.Dietary InformationSuitable for Vegetarians",Graze,NA,2.3,121,24
https://www.ocado.com/products/cadbury-mini-rolls-raspberry-family-size-360943011,Suitable for freezing,"Milk Chocolate (32%) [Sugar, Cocoa Mass, Cocoa Butter, Dried Skimmed Milk, Milk Fat, Vegetable Fat (Palm), Dried Whey (from Milk), Emulsifier (Soya Lecithin)], Vanilla Flavour Filling (19%) [Vegetable Oils (Palm, Rapeseed), Glucose Syrup, Dextrose, Sugar, Water, Emulsifier (E471), Flavouring], Plum and Raspberry Jam (13%) [Glucose-Fructose Syrup, Plum Purée, Sugar, Raspberry Purée, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Colour (Anthocyanins), Preservative (Potassium Sorbate), Flavouring], Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Sugar, Water, Humectant (Glycerol), Dried Whole Egg, Vegetable Oils (Palm, Rapeseed), Raising Agents (E450, Sodium Bicarbonate), Soya Flour, Dried Whey (from Milk), Dried Egg White, Emulsifier (E471), Salt, Preservative (Potassium Sorbate)Allergen InformationContains Eggs, Contains Milk, May Contain Nuts, Contains Soya, Contains WheatAllergy InformationMay contain Nuts.Dietary InformationSuitable for Vegetarians",Cadbury,NA,4.6,32,94
https://www.ocado.com/products/m-s-indulgent-chocolate-fudge-cake-568490011,NA,"Pasteurised Egg, Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), Belgian Dark Chocolate (9%) (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Soya Lecithin, Vanilla Flavouring), Whipping Cream (Milk), Glucose Syrup, Sugar, Belgian Milk Chocolate (7%) (Sugar, Cocoa Mass, Cocoa Butter, Dried Whole Milk, Dried Skimmed Milk, Emulsifier: Soya Lecithin, Vanilla Flavouring), Rapeseed Oil, Dextrose, Humectant: Glycerol, Invert Sugar Syrup, Fat Reduced Cocoa Powder, Butter (Milk), Cocoa Mass, Single Cream (Milk), Butter Oil (Milk), Emulsifier: E472b, E481, E471, E475, Dried Skimmed Milk, Raising Agent: Sodium Bicarbonate, E450, Rowan Extract, Salt, Cornflour, Palm Oil, Vanilla FlavouringAllergen InformationContains Cereals Containing Gluten, Contains Eggs, Contains Milk, May Contain Nuts, May Contain Peanuts, Contains Soya, Contains WheatAllergy InformationNot suitable for those with a Nut and Peanut allergy.Dietary InformationSuitable for Vegetarians",M&S,United Kingdom,4.2,18,84
https://www.ocado.com/products/m-s-seafood-gratin-568991011,Suitable for freezing,"Cod (Fish) (16%), Whole Milk, Salmon (Fish) (10%), Smoked Haddock (10%) (Haddock (Fish) (98%), Salt, Colour: Curcumin, Paprika Extract), Peeled King Prawns (Crustacean) (9%), Whipping Cream (Milk), Gruyère Cheese (Milk) (5%), Scallops (Mollusc) (5%), Water, Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), Unsalted Butter (Milk), Cheddar Cheese (Milk) (3%), Onions, Parsley, Cornflour, Rapeseed Oil, Lemon Juice, Dijon Mustard (Water, Mustard Seeds, Vinegar, Salt), Dried Sourdough (Wheatgerm (contains Gluten), Wheatflour (contains Gluten)), Garlic Purée, Salt, Yeast, Ground White PepperAllergen InformationContains Cereals Containing Gluten, Contains Crustaceans, Contains Fish, Contains Milk, Contains Molluscs, Contains Mustard, Contains Wheat",M&S,United Kingdom,3.5,16,57
https://www.ocado.com/products/dell-ugo-limoncello-posset-561612011,Suitable for vegetarians,"Double Cream (Milk), Whipping Cream (Milk), Caster Sugar, Lemon Juice, Limoncello (Water, Alcohol, Sugar, Lemon Peel infusion, Natural Flavourings), Pasteurised Free Range Egg, Unsalted Butter (Milk), Pasteurised Free Range Egg Yolk, Chocolate Scroll (Sugar, Cocoa Butter, Milk Powder, Cocoa Lactose (Milk), Whey Powder (Milk), Soy Lecithin, Vanilla Flavour)Allergen InformationContains Eggs, Contains Milk, May Contain Nuts, Contains SoyaAllergy InformationProduced in a facility which handles Nuts.Dietary InformationSuitable for Vegetarians",Dell' Ugo,NA,3.0,60,47
https://www.ocado.com/products/m-s-scottish-2-loch-trout-fillets-505326011,Suitable for freezing,NA,M&S,NA,3.6,15,60
https://www.ocado.com/products/ocado-sliced-runner-beans-53524011,Suitable for vegetarians,NA,Ocado,Kenya,2.9,111,57
https://www.ocado.com/products/daylesford-organic-natural-yoghurt-359201011,Organic,"Whole Milk (93%), Skimmed Milk Powder (5%), Cultures*, *Non OrganicAllergen InformationSee above ingredient in bold.",DAYLESFORD ORGANIC,UK,4.1,34,71
