category,brand,product,price,weight,badge,shelf_life,country,rating,num_of_reviews,recommend,ingredient,reviews,nutrition,image_link,product_link,category_link
Fresh & Chilled Food,Innocent,Innocent Kids Apples & Blackcurrants Smoothies,3.3,4 x 150ml,Suitable for vegetarians,LIFE 1w+,UK,4.6,21,96,"1 Pressed Apple (70%), 1/3 of a Mashed Banana**, 4 Pressed Grapes, 8 Squashed Blackcurrants (4%), **Rainforest Alliance Certified™",,,https://www.ocado.com/productImages/293/29362011_0_150x150.jpg?identifier=f1af203906f897696cf35f0afe1deccf,https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,DAYLESFORD ORGANIC,Daylesford Organic 10 Hour Chicken Bone Broth with Lemongrass & Red Chilli,5.25,500ml,Organic,LIFE 4d+,UK,4.2,60,77,NA,,,https://www.ocado.com/productImages/502/502753011_0_150x150.jpg?identifier=8367df4c0ec5b8be35a02cf8f9ca574a,https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Celeriac,1.6,NA,Suitable for vegetarians,LIFE 3d+,NA,3.7,41,69,NA,,,https://www.ocado.com/productImages/518/518566011_0_150x150.jpg?identifier=6623b79e64c69149e5e7a7503b1108de,https://www.ocado.com/products/m-s-celeriac-518566011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,"M&S Orange, Mango & Passion Fruit Juice",1.7,1L,NA,LIFE 1w+,Spain,3.8,17,77,"Orange Juice (69%), Mango Purée (26%), Passion Fruit Juice (5%)",,,https://www.ocado.com/productImages/528/528691011_0_150x150.jpg?identifier=591c2d034d16c50c611010f19538f2be,https://www.ocado.com/products/m-s-orange-mango-passion-fruit-juice-528691011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Fully Loaded Shawarma,8.950000000000001,906g,NA,LIFE 3d+,United Kingdom,4.4,108,86,"Chicken Legs (77%), Water, Lemon and Garlic Yogurt Dressing (6%), Ground Spices (Cumin, Smoked Paprika, Cinnamon, Cayenne Pepper, Black Pepper, Star Anise, Allspice, Nutmeg, Cloves, Coriander Seeds, Ginger), Ginger Purée, Sugar, Garlic Purée, Salt, Lemon Juice, Extra Virgin Olive Oil (0.5%), Dried Garlic, Preserved Lemons (Lemon Peel, Sea Salt, Preservative: E223 (Sulphites)), Dried Herbs (Bay Leaves, Mint, Basil, Parsley), Dried Onions, Sea Salt, Black Onion Seeds, Dried Red Peppers, Dried Red Chillies, Sunflower Oil, Lemon and Garlic Yogurt Dressing contains Greek Style Yogurt (Milk), Water, Lemon Juice, Sugar, Garlic Purée, Rapeseed Oil, Cornflour, White Wine Vinegar, Lemon Zest, Salt, Parsley",,,https://www.ocado.com/productImages/552/552762011_0_150x150.jpg?identifier=be5ef782fa98186e088e7ff63c025f63,https://www.ocado.com/products/m-s-fully-loaded-shawarma-552762011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Gosh,Gosh! Beetroot & Kale Burgers with a hint of mint.,2.5,250g,"Suitable for freezing, Suitable for vegetarians",LIFE 1w+,United Kingdom,3.9,18,78,"Chickpeas^1 (26%), Beetroot^2 (22%), Courgette (7%), Carrot (7%), Potato Flake, Kale (6%), Red Onion, Quinoa (5%), Rapeseed Oil, Mint^3, Coriander, Garlic Puree (Water, Garlic Granules), Salt, (^1,2,3 Origin: EU and non-EU)Allergen Information",,,https://www.ocado.com/productImages/551/551737011_0_150x150.jpg?identifier=fa173a44ce3f59da2e556b5ba681efc7,https://www.ocado.com/products/gosh-beetroot-kale-burgers-with-a-hint-of-mint-551737011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Carte Noire,Carte Noire No 5 Decafeine Nespresso Compatible,2.79,10 per pack,"Suitable for freezing, Suitable for vegetarians",NA,NA,3.4,31,59,NA,,,https://www.ocado.com/productImages/370/370623011_0_150x150.jpg?identifier=c418fd555477851b2825011388db3cf1,https://www.ocado.com/products/carte-noire-no-5-decafeine-nespresso-compatible-370623011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,M&S,M&S Select Farms British 10 Smoked Back Bacon Rashers,2.25,300g,Suitable for freezing,LIFE 1w+,UK,3.4,14,65,"British Pork (86%), Water (10%), Curing Salt (Salt, Preservative: Sodium Nitrite, Potassium Nitrate)",,,https://www.ocado.com/productImages/502/502801011_0_150x150.jpg?identifier=d60d489f658f934af6fcb74959074ff1,https://www.ocado.com/products/m-s-select-farms-british-10-smoked-back-bacon-rashers-502801011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Murgella,Murgella Burrata,2.9899999999999998,120g,Suitable for vegetarians,LIFE 3d,Italy,3.3,32,57,"Pasteurized Cow's Milk, UHT Cream (min. 35%), Whey Starter Culture, Salt, Microbial Rennet",,,https://www.ocado.com/productImages/468/468879011_0_150x150.jpg?identifier=621981586a5fc1226d14028dd9ebbdf9,https://www.ocado.com/products/murgella-burrata-468879011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Soupologie,Soupologie Super Soup Spinach & Kale with Garlic,3,600g,"Suitable for the microwave, Suitable for vegetarians",LIFE 7d+,NA,3.3,127,58,"Water, Spinach (17%), Leeks, Onions, Kale (6%), Potatoes, Rapeseed Oil, Garlic (1%), Vegetable Stock¹, Salt, Nutmeg, Black Pepper.¹Rice Flour*, Sea Salt, Maltodextrin from Maize*, Vegetables 8.3% (Onion, Carrot, Parsnip, Pumpkin)*, Yeast Extract, Sunflower Oil*, Turmeric*, Mushrooms (White Mushrooms, Shiitake)*, Parsley*, Concentrated Vegetable Juice (Onion, Carrot)*, Lovage*, Garlic*, Fennel Seeds*. *Organically grown ingredients.Allergen Information",,,https://www.ocado.com/productImages/244/244840011_0_150x150.jpg?identifier=ecf297f229c52065ebc6b22dc32352b7,https://www.ocado.com/products/soupologie-super-soup-spinach-kale-with-garlic-244840011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Beanies,Beanies Flavour Coffee Coconut Delight,2.5,50g,Suitable for vegetarians,NA,United Kingdom,3.3,28,61,"Freeze Dried Coffee, Flavouring",,,https://www.ocado.com/productImages/530/530147011_0_150x150.jpg?identifier=f64c46093a2ac7e6ec8c0ab05d9647ba,https://www.ocado.com/products/beanies-flavour-coffee-coconut-delight-530147011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Unearthed,Unearthed Stuffed Cherry Peppers Cream Cheese & Paprika,3.65,125g,Suitable for vegetarians,LIFE 1w+,France,3.0,39,47,"Cherry Peppers (45%) (Cherry Peppers, Water, Sugar, Spirit Vinegar, Antioxidants: Citric Acid, Ascorbic Acid; Salt, Firming Agent: Calcium Chloride), Cream Cheese Filling (42%) (Cream Cheese [Skimmed Cow's Milk, Buttermilk, Cream (Cows' Milk), Salt, Milk Proteins, Dried Buttermilk], Sugar, Sweet Smoked Paprika (0.6%), Gelling Agents: Carrageenan, Xanthan Gum; Salt, Acidity Regulator: Citric Acid; White Pepper, Preservative: Potassium Sorbate), Sunflower Oil, Oak Smoked Sunflower Oil",,,https://www.ocado.com/productImages/202/202006011_0_150x150.jpg?identifier=cf2d4cff208db2c60d22ea2db6f5fcb7,https://www.ocado.com/products/unearthed-stuffed-cherry-peppers-cream-cheese-paprika-202006011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Luxury Crudite Pack,12.6,1050g,Suitable for vegetarians,LIFE 1d+,United Kingdom,3.6,11,73,"Carrots (13%), Celery (13%), Cucumber (12%), Baby Plum Tomatoes (11%), Red Peppers (11%), Sugar Snap Peas (10%), Reduced Fat Houmous (10%), Pickled Beetroot and Mint Dip (10%), Soured Cream, Cheese and Chive Dip (10%), Reduced Fat Houmous contains Cooked Chickpeas (Water, Chickpeas), Water, Tahini (Sesame Seed Paste), Rapeseed Oil, Concentrated Lemon Juice, Extra Virgin Olive Oil, Salt, Garlic, Pickled Beetroot & Mint Dip contains Pickled Beetroot, Cannellini Beans, Sunflower Oil, Reduced Fat Crème Fraîche (Milk), Greek Style Yogurt (Milk), Cornflour, Lemon Juice, White Wine Vinegar, Mint Infused Sunflower Oil, Garlic Purée, Mint, Salt, Sugar, Vinegar, Soured Cream, Cheese and Chive Dip contains Soured Cream (Milk), Rapeseed Oil, Red Leicester Cheese (Red Leicester Cheese (Milk), Colour: Annatto), Onions, Lemon Juice, Sunflower Oil, Chives, White Wine Vinegar, Pasteurised Egg, Cornflour, Salt, Pasteurised Egg Yolk, Sugar",,,https://www.ocado.com/productImages/524/524991011_0_150x150.jpg?identifier=37a88e18294baad9c47b306b41d13a16,https://www.ocado.com/products/m-s-luxury-crudite-pack-524991011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Karma Cola,Karma Drinks Karma Cola,4.5,4 x 250ml,NA,NA,Austria,4.2,17,83,"Carbonated Water, Organic Sugar (9.5%), Organic Malt Extract (0.7%), Natural Cola Flavouring, Organic Lemon Juice from Concentrate (0.2%), Natural Vanilla Extract, Sugar, Vanilla traded in compliance with Fairtrade standards",,,https://www.ocado.com/productImages/332/332409011_0_150x150.jpg?identifier=4b3b1578fdaefa9913c6b07df71a80cf,https://www.ocado.com/products/karma-drinks-karma-cola-332409011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,M&S,M&S Smooth Brussels Pate,2.75,170g,NA,LIFE 6d+,UK,1.9,20,35,"Pork Liver (40%), Pork Fat (26%), Water, Shallots, Tapioca Starch, Cognac (4%), Unsalted Butter (Milk), Salt, Garlic Purée, Black Pepper, Thyme, White Pepper, Antioxidant: Ascorbic Acid, Bay Leaves, Preservative: Sodium Nitrite",,,https://www.ocado.com/productImages/519/519023011_0_150x150.jpg?identifier=fffd03216bfcfadcbba26575167f8e44,https://www.ocado.com/products/m-s-smooth-brussels-pate-519023011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Samosa Co,SamosaCo Tarka Daal,3,350g,"Suitable for freezing, Suitable for the microwave, Suitable for vegetarians",LIFE 1w+,UK,2.5,37,28,"Cooked Bengal Gram(46%), Water, Onion, Tomato, Rapeseed Oil, Garlic, Ginger, Lemon Juice, Curry Powder(Ground Coriander , Ground Cumin, Ground Turmeric, Ground Fennel Seeds, Ground Lentils, Chilli powder, Ground Bay leaves, Fenugreek powder, Ground Cinnamon, Garlic powder, Ground Clove), Cumin Whole, Coriander Leaf, Salt, Ground Chilli, Asafoetida, Turmeric",,,https://www.ocado.com/productImages/565/565101011_0_150x150.jpg?identifier=e955ae9c37de733586644a072b8374df,https://www.ocado.com/products/samosaco-tarka-daal-565101011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Ocado,Ocado Brunswick Ham,2,150g,NA,LIFE 5d+,"Germany, EU",4.1,38,79,"Pork, Salt, Antioxidant (Sodium Erythorbate), Preservative (Sodium Nitrite).Prepared with 104g of pork per 100g of ham.",,,https://www.ocado.com/productImages/570/57079011_0_150x150.jpg?identifier=81e4b11ab3e1cd14c33a33eecf58a2d2,https://www.ocado.com/products/ocado-brunswick-ham-57079011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Cru Kafe,CRU Kafe Organic Fairtrade Signature Ground Coffee,5.75,227g,"Suitable for freezing, Organic, Suitable for vegetarians",NA,NA,NA,NA,NA,100% Organic Ground Coffee,,,https://www.ocado.com/productImages/565/565985011_0_150x150.jpg?identifier=d1d655be54f348a4e813717fa5092f9f,https://www.ocado.com/products/cru-kafe-organic-fairtrade-signature-ground-coffee-565985011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Barebells,Barebells Protein Milkshakes Banana,2.5,330ml,NA,NA,Austria,3.8,12,67,"(64%) Milk with 1.5% Fat, Water, Milk Protein Powder, Cocoa Butter, Flavouring, Stabilisers (Cellulose, Carboxymethylcellulose, Carrageenan), Sweeteners (Acesulfame Potassium, Sucralose), Colouring (Carotine), Enzyme (Lactase), UHT-treated",,,https://www.ocado.com/productImages/436/436523011_0_150x150.jpg?identifier=a58c08ad418013291c44a14234b9e305,https://www.ocado.com/products/barebells-protein-milkshakes-banana-436523011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Roast Chicken Thighs,3.4499999999999997,445g,"Suitable for freezing, Suitable for the microwave",LIFE 3d+,UK,3.3,55,59,"Roast Chicken Thighs (98%), Salt, Brown Sugar, Dextrose",,,https://www.ocado.com/productImages/505/505237011_0_150x150.jpg?identifier=68cee184f0a4a8e84cead6f84e607230,https://www.ocado.com/products/m-s-roast-chicken-thighs-505237011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Happy Monkey,Happy Monkey Strawberry & Banana Kids Smoothie,2.3,4 x 180ml,Suitable for vegetarians,LIFE 2w+,NA,3.9,85,78,"Apple Juice from Concentrate, Banana Puree (12%), Crushed Strawberries (2%), Crushed Raspberries, Natural Flavour",,,https://www.ocado.com/productImages/484/48455011_0_150x150.jpg?identifier=e6f758eb6658df3a8664b25b238af52c,https://www.ocado.com/products/happy-monkey-strawberry-banana-kids-smoothie-48455011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Pepsi,Pepsi Max Raspberry,9.5,24 x 330ml,Suitable for vegetarians,NA,NA,4.2,5,80,"Carbonated Water, Colour (Caramel E150d), Flavourings (including Caffeine), Sweeteners (Aspartame, Acesulfame K), Acids (Phosphoric Acid, Citric Acid), Preservative (Potassium Sorbate)Dietary Information",,,https://www.ocado.com/productImages/507/507702011_0_150x150.jpg?identifier=1979eb94932c4d40c9dce3822f21424b,https://www.ocado.com/products/pepsi-max-raspberry-507702011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Anchor,Anchor Light Real Cream Spray,1.7,250g,NA,LIFE 2w+,EU,4.3,24,84,"Cream (95%) (Milk), Sugar (4%), Emulsifier (Mono- and Diglycerides of Fatty Acids), Stabiliser (Carrageenan), Propellant Gas (Nitrous Oxide)",,,https://www.ocado.com/productImages/323/32321011_0_150x150.jpg?identifier=cafc4e274f5d573a964e5653a4f27965,https://www.ocado.com/products/anchor-light-real-cream-spray-32321011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Bakery,M&S,M&S Cookie Dough Cake,15.75,1140g,NA,LIFE 6d+,United Kingdom,3.4,9,56,"Sugar, Butter (Milk), Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), Pasteurised Egg, Water, Dried Glucose Syrup, Palm Oil, Humectant: Glycerol, Brown Sugar, Dextrose, Rapeseed Oil, Fat Reduced Cocoa Powder, Dried Skimmed Milk, Palm Fat, Salt, Raising Agent: Sodium Bicarbonate, E450, Cocoa Butter, Cocoa Mass, Sweetened Condensed Milk (Whole Milk, Sugar, Lactose (Milk)), Dried Whey (Milk), Invert Sugar Syrup, Emulsifier: E471, E475, Soya Lecithin, E481, E476, Sunflower Lecithin, Glucose Syrup, Cornflour, Flavourings, Shea Oil, Dried Egg, Lactose (Milk), Milk Fat, Fruit, Vegetable and Plant Concentrates (Radish, Black Radish, Spirulina, Lemon, Blackcurrant, Safflower, Sweet Potato), Glazing Agent: Shellac, Gum Arabic, Acidity Regulator: E524, Citric Acid, Colour: Curcumin, Coconut Oil, Vanilla Extract",,,https://www.ocado.com/productImages/553/553210011_0_150x150.jpg?identifier=233a8017ecc2786e2bda8cfb82e02457,https://www.ocado.com/products/m-s-cookie-dough-cake-553210011,https://www.ocado.com/browse/bakery-25189?hideOOS=true
Fresh & Chilled Food,M&S,M&S Fresh Egg Lasagne Sheets,1.8,300g,Suitable for vegetarians,LIFE 1w+,Italy,3.2,22,50,"Wheatflour (contains Gluten), Pasteurised Egg (30%), Durum Wheat Semolina (contains Gluten)Allergen Information",,,https://www.ocado.com/productImages/527/527974011_0_150x150.jpg?identifier=2f4d15d68947aab4185fb95a56171e07,https://www.ocado.com/products/m-s-fresh-egg-lasagne-sheets-527974011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Barr,Barr Diet Lemonade,1.35,2L,Suitable for vegetarians,NA,NA,1.8,8,25,"Carbonated Water, Flavourings, Acid (Citric Acid), Sweeteners (Acesulfame K, Aspartame), Preservative (Potassium Sorbate)Dietary Information",,,https://www.ocado.com/productImages/419/419026011_0_150x150.jpg?identifier=25bc3c3e867abb866a9d3e37d887ba5a,https://www.ocado.com/products/barr-diet-lemonade-419026011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Higgidy,Higgidy Porcini Mushroom & Spinach Vegan Quiche,2.7,155g,"Suitable for freezing, Suitable for vegetarians",NA,NA,4.2,53,85,"Oat Drink (Water, Oats, Rapeseed Oil, Calcium Carbonate, Potassium lodide, Salt, Vitamins (D2, Riboflavin, B12)), Mushrooms (20%) (White Mushroom, Chestnut Mushroom, Porcini Mushroom), Water, Wheat Flour (contains Calcium Carbonate, Iron, Niacin, Thiamin), Sautéed Onion (Onions, Rapeseed Oil), Spinach (10%), Spelt Flour (Wheat), Vegetable Oils (Sustainable Palm Oil*, Rapeseed Oil, Sunflower Oil), Food Preparation with Palm Oil (Water, Sustainable Palm Oil*, Modified Potato Starch, Salt, Colour: Beta Carotene), Cornflour, Coconut Milk, Lemon Juice, Nutritional Yeast, Salt, Kale, Garlic Purée, Parsley, Brown Linseeds, Golden Linseeds, Poppy Seeds, Millet, White Pepper, Paprika, Cayenne Pepper, Black Pepper, Yeast, *www.higgidy.co.uk/palmoil",,,https://www.ocado.com/productImages/563/563878011_0_150x150.jpg?identifier=82753c4ef3edca85dc1b9eef9f62a9ef,https://www.ocado.com/products/higgidy-porcini-mushroom-spinach-vegan-quiche-563878011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Tiana,TIANA Premium 100% MCT Organic Coconut Oil 500ml,17.99,500ml,Suitable for vegetarians,LIFE 1m+,NA,5.0,7,100,Medium Chain Triglycerides from Organic Raw Extra Virgin Coconut Oil,,,https://www.ocado.com/productImages/433/433994011_0_150x150.jpg?identifier=81b13b6248d1245b06f121ffb7b347db,https://www.ocado.com/products/tiana-premium-100-mct-organic-coconut-oil-500ml-433994011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Chicago's Best,Chicago's Best Passover Jumbo Frankfurters,5,566g,NA,LIFE 1w+,United Kingdom,3.6,79,65,"Beef (70%), Water, Salt, Sugar, Stabilisers (Sodium Di and Tri Phosphate), Acidulant (Malic Acid), Garlic Powder, Antioxidant (Sodium Erythorbate), Flavouring Preparations (Paprika and Spice Extracts), Preservative (Sodium Nitrite)Dietary Information",,,https://www.ocado.com/productImages/444/44431011_0_150x150.jpg?identifier=3d502545191de250314558c90dd11f2b,https://www.ocado.com/products/chicago-s-best-passover-jumbo-frankfurters-44431011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Clive's,Clive's Organic Creamy Mushroom Pie,3.25,235g,"Organic, Suitable for vegetarians",LIFE 6d+,United Kingdom,4.1,144,78,"Stoneground Wholemeal Wheat Flour, Chestnut Mushroom (20%), Onion (14%), Water*, Identity Preserved Sustainable Palm Oil, Soya Drink (Water*, Soya Beans), Non-Hydrogenated Margarine (Sustainable Palm Oil, Rapeseed Oil, Water*, Coconut Oil, Salt*, Emulsifier: Sunflower Lecithin, Carrot Juice, Lemon Juice Concentrate, Natural Flavouring*), Porcini Mushroom (1.5%), Sunflower Oil, Garlic, Sea Salt*, Bouillon (Salt*, Rice Flour, Onion, Parsnip, Carrot, Olive Oil, Turmeric, Parsley), Black Pepper, Tarragon, Mixed Herbs and Love, *Approved Non-Organic",,,https://www.ocado.com/productImages/551/55127011_0_150x150.jpg?identifier=420d22862a481c1295441ef644ed1afe,https://www.ocado.com/products/clive-s-organic-creamy-mushroom-pie-55127011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Natoora,Natoora Venetian Radicchio Castelfranco,3.5,NA,NA,LIFE 2d+,Italy,3.3,32,54,NA,,,https://www.ocado.com/productImages/810/81030011_0_150x150.jpg?identifier=d85dfee5369c105836499d61236eb30a,https://www.ocado.com/products/natoora-venetian-radicchio-castelfranco-81030011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Blue D'Affinois Soft Cheese,4.2,170g,Suitable for vegetarians,LIFE 7d+,France,3.2,12,42,NA,,,https://www.ocado.com/productImages/525/525589011_0_150x150.jpg?identifier=d7221b92591c575836cef7a9a6b115ab,https://www.ocado.com/products/m-s-blue-d-affinois-soft-cheese-525589011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Bakery,Mcvitie's,McVitie's Digestives Slices,1.4,5 per pack,Suitable for vegetarians,NA,United Kingdom,3.2,16,57,"Flour (Wheat Flour, Calcium, Iron, Niacin, Thiamin), Vegetable Oils (Palm, Rapeseed), Milk Chocolate (17%) [Sugar, Cocoa Butter, Cocoa Mass, Dried Skimmed Milk, Dried Whey (Milk), Butter Oil (Milk), Vegetable Fats (Shea, Palm), Emulsifiers (Soya Lecithin, E476), Natural Flavouring], Golden Syrup (Partially Inverted Sugar Syrup), Partially Inverted Sugar Syrup, Sugar, Glucose-Fructose Syrup, Wholemeal Wheat Flour, Emulsifier (E471), Raising Agents (Sodium Bicarbonate, Ammonium Bicarbonate), Salt, Product contains 46% Digestives Pieces",,,https://www.ocado.com/productImages/285/285724011_0_150x150.jpg?identifier=77b386ae35efbc0fc64e7f8a5725849d,https://www.ocado.com/products/mcvitie-s-digestives-slices-285724011,https://www.ocado.com/browse/bakery-25189?hideOOS=true
"Soft Drinks, Tea & Coffee",Robinsons,Robinsons Fruit Creations Peach & Raspberry No Added Sugar,2,1L,Suitable for vegetarians,NA,NA,3.2,14,65,"Water, Fruit Juices from Concentrate (Orange 16%, Raspberry 2%, Peach 2%), Acid (Citric Acid), Natural Flavourings, Acidity Regulator (Sodium Citrate), Preservatives (Potassium Sorbate, Sodium Metabisulphite), Sweeteners (Sucralose, Acesulfame K), Stabiliser (Cellulose Gum), Carrot and Blackcurrant Concentrate, Emulsifier (Glycerol Esters of Wood Rosins), Natural Colour (Carotenes)Allergen Information",,,https://www.ocado.com/productImages/395/395475011_0_150x150.jpg?identifier=0675e09607ba16ae7947d3528119ea2b,https://www.ocado.com/products/robinsons-fruit-creations-peach-raspberry-no-added-sugar-395475011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,M&S,M&S Steak Puff Pastry Pie,4.7,550g,Suitable for freezing,LIFE 5d+,UK,3.6,18,56,"Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), British Beef (24%), Water, Palm Oil, Rapeseed Oil, Onions, Cornflour, Sweet Roast Beef Stock (Water, Beef Bones, Onions, Carrots, Tomato Purée, Swede, Yeast Extract, Leeks, Salt), Pasteurised Egg, Salt, Tomato Paste, Yeast Extract, Cracked Black Pepper, Dried Thyme",,,https://www.ocado.com/productImages/516/516754011_0_150x150.jpg?identifier=8acf1976880d45fc86ffaa1a53bb5208,https://www.ocado.com/products/m-s-steak-puff-pastry-pie-516754011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Vimto,Vimto Orange Strawberry & Lime Fizzy 6X330ml,2.8,6 x 300ml,NA,NA,NA,5.0,2,100,"Carbonated Water, Mixed Fruit Juices from Concentrate 3% (Apple, Orange, Lime, Strawberry), Acid (Citric Acid), Flavourings, Stabilisers (Acacia Gum, Coconut Oil, Rapeseed Oil), Colour (Beta Carotene), Preservatives (Potassium Sorbate, Sodium Benzoate), Acidity Regulator (Sodium Citrate), Antioxidant (Ascorbic Acid), Sweeteners (Sucralose, Acesulfame K)Dietary Information",,,https://www.ocado.com/productImages/516/516143011_0_150x150.jpg?identifier=cab1a2edf3484b2b34b43811e583ba50,https://www.ocado.com/products/vimto-orange-strawberry-lime-fizzy-6x330ml-516143011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Nishaan,Nishaan 4 Plain Parathas,1.1,380g,"Suitable for freezing, Suitable for the microwave, Suitable for vegetarians",NA,United Kingdom,3.8,93,67,"Wheat Flour, Water, Rapeseed Oil, Salt, Calcium Propionate",,,https://www.ocado.com/productImages/231/231080011_0_150x150.jpg?identifier=f3b91ead024a2d6ecc35e1abec66eaaa,https://www.ocado.com/products/nishaan-4-plain-parathas-231080011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Sweet Freedom,Sweet Freedom Choc Shot Coconut,2.9699999999999998,320g,Suitable for vegetarians,NA,United Kingdom,3.8,28,65,"Sweet Freedom® Natural Fruit Extracts (Carob & Apple), Water, Cocoa, Rapeseed Oil, Natural Flavours",,,https://www.ocado.com/productImages/375/375195011_0_150x150.jpg?identifier=49e9c8a74992dcbad9288def100a0698,https://www.ocado.com/products/sweet-freedom-choc-shot-coconut-375195011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Nocco,Nocco Passion,2.2,330ml,NA,NA,Austria,2.8,27,34,"Carbonated Water, Branched-Chain Amino Acids BCAA (L-Leucine, L-Valine, L-Isoleucine), Caffeine, Green Tea-Extract, Vitamins (Niacin, B6, Folic Acid, Biotin, D, B12), Acidity Regulator (Citric Acid), Flavouring (Passion Fruit/Citrus), Sweetener (Sucralose), Colouring (Beta-Carotene)Dietary Information",,,https://www.ocado.com/productImages/467/467854011_0_150x150.jpg?identifier=12953ec41d42d482ac332af45c2d6916,https://www.ocado.com/products/nocco-passion-467854011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,M&S,M&S Select Farms British Free Range Corn Fed Mini Chicken Fillets,6.99,Typically: 380g,Suitable for freezing,LIFE 3d+,UK,3.0,9,56,NA,,,https://www.ocado.com/productImages/520/520063011_0_150x150.jpg?identifier=621bade6321f0c4e7786479be89d0b20,https://www.ocado.com/products/m-s-select-farms-british-free-range-corn-fed-mini-chicken-fillets-520063011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
