category,brand,product,price,weight,badge,shelf_life,country,rating,num_of_reviews,recommend,ingredient,reviews,nutrition,image_link,product_link,category_link
Fresh & Chilled Food,Ekstroms,Ekstroms Blabarssoppa Blueberry Soup,2.9,1L,Suitable for the microwave,LIFE 1m+,Sweden,4.3,10,90,"Water, sugar, blueberries, thickener (modified starch and guar gum), dietary fibres from chicory root (inulin), acid (citric acid), vitamin C and flavouring",,,https://www.ocado.com/productImages/791/79103011_0_150x150.jpg?identifier=746ba7363e902a392598ed6d3d01f1ff,https://www.ocado.com/products/ekstroms-blabarssoppa-blueberry-soup-79103011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Lye Cross Farm,Organic Grass-Fed Mature Cheddar,3.09,200g,"Suitable for freezing, Organic, Suitable for vegetarians",LIFE 2w+,NA,5.0,3,100,"Organic Milk, Permitted Non Organic Ingredients: Salt, Vegetarian Microbial Rennet, Starter Culture",,,https://www.ocado.com/productImages/553/553808011_0_150x150.jpg?identifier=9749bc8f13a56d8f01f4e57797e18698,https://www.ocado.com/products/organic-grass-fed-mature-cheddar-553808011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Fever-Tree,Fever-Tree Premium Indian Tonic Water Cans,4.55,8 x 150ml,Suitable for vegetarians,NA,NA,4.1,24,75,"Carbonated Spring Water, Sugar, Acid: Citric Acid, Natural Flavours including Natural Quinine",,,https://www.ocado.com/productImages/306/306819011_0_150x150.jpg?identifier=c38ece15215eebd771ac5dd7179640ff,https://www.ocado.com/products/fever-tree-premium-indian-tonic-water-cans-306819011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Pataks,Patak's Garlic & Coriander Pappadums (8 per pack),1.25,60g,Suitable for vegetarians,LIFE 1w+,India,2.6,5,40,"Lentil Flour, Rapeseed Oil, Salt, Garlic Purée (3%), Raising Agent (Calcium Oxide), Coconut Oil, Rice Flour, Coriander Leaf, Encapsulated Garlic Oil",,,https://www.ocado.com/productImages/838/83898011_0_150x150.jpg?identifier=ec0d4877fa518a62795f86b0228c3941,https://www.ocado.com/products/patak-s-garlic-coriander-pappadums-8-per-pack-83898011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,BOL,BOL Creamy Japanese Katsu Curry Veg Pot,2.4,345g,"Suitable for the microwave, Suitable for vegetarians",LIFE 2d+,United Kingdom,3.3,27,60,"Brown Rice (22%), Water, Carrots, Leafy Greens, Sweet Potato (8%), Black Beluga® Lentils (6%), Green Lentils (6%), Coconut Milk, Edamame Beans (Soya) (3%), Rapeseed Oil, Brown Sugar, Thai Red Curry Paste (Water, Sunflower Oil, Garlic, Chili Powder, Shallots, Lemongrass, Galangal, Tamarind Paste, Ginger, Coriander Leaf, Sugar, Kaffir Lime Peel, Cardamom, Natural Colour: Paprika Extract), Soy Sauce (Water, Soya Beans, Wheat, Salt, Alcohol, Vinegar), Cornflour, Onion Granules, Ginger Purée, Garlic Purée, Vegetable Bouillon (Salt, Yeast Extract Powder, Sugar, Onion Powder, Potato Starch, Celery Seed, Dried Yeast, Natural Flavouring), Rice Vinegar, Tomato Paste, Tapioca Starch, Autolysed Yeast Extract (Yeast Extract, Salt, Acidity Regulator: Citric Acid), Five Spice Powder (Cinnamon, Fennel, Ginger, Star Anise, Cloves), Ground Roasted Cumin, Salt, Ground Turmeric",,,https://www.ocado.com/productImages/546/546039011_0_150x150.jpg?identifier=bd7d2f00d08921021119035103aa09ab,https://www.ocado.com/products/bol-creamy-japanese-katsu-curry-veg-pot-546039011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Tango,Tango Orange,3.65,6 x 330ml,Suitable for vegetarians,NA,NA,5.0,1,100,"Carbonated Water, Orange Fruit from Concentrate (5%), Sugar, Acids (Citric Acid, Malic Acid), Natural Orange Flavouring, Acidity Regulator (Sodium Citrate), Sweeteners (Aspartame, Saccharin), Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid), Natural Colour (Carotenes)Dietary Information",,,https://www.ocado.com/productImages/261/261507011_0_150x150.jpg?identifier=03efb765f41f2748e956a4b588541d91,https://www.ocado.com/products/tango-orange-261507011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,M&S,M&S Outdoor Bred Dry Cured Roast Ham,4,115g,NA,LIFE 7d,United Kingdom,NA,NA,NA,"British Pork (made with 115g of Raw Pork per 100g of Dry Cured Ham), Curing Salt (Salt, Preservative: Sodium Nitrite), Sugar, Demerara Sugar, Caramelised Sugar Syrup, Antioxidant: E301",,,https://www.ocado.com/productImages/570/570358011_0_150x150.jpg?identifier=a5dfb7bcdf4b9966047a473fae42fa2a,https://www.ocado.com/products/m-s-outdoor-bred-dry-cured-roast-ham-570358011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,This is not,THIS Isn't Bacon Plant-Based Lardons,2.9499999999999997,120g,Suitable for vegetarians,LIFE 3d+,NA,4.3,7,86,"Water, Soya Protein Concentrate (20%), Soya Protein Isolate (7%), Flavouring, Rapeseed Oil, Pea Protein Isolate (3%), Salt, Potato Starch, Vegetable Extracts (Radish, Carrot, Paprika), Maltodextrin, Smoke Flavouring, Iron, Vitamin B12Allergen Information",,,https://www.ocado.com/productImages/574/574483011_0_150x150.jpg?identifier=0ce39e150e83302d9c95f2fc2c7c24b4,https://www.ocado.com/products/this-isn-t-bacon-plant-based-lardons-574483011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Gusto,Gusto Organic Sicilian Lemon with Yuzu,1.8,275ml,"Organic, Suitable for vegetarians",NA,United Kingdom,3.7,12,75,"Spring Water, Apple Juice* & Grape Juice* (from Concentrate), Agave Nectar*, Sicilian Lemon Juice* (from Concentrate), Whole Crushed Lemons*, Fresh Yuzu Juice, Erythritol*, Natural Lemon & Yuzu Flavour, *Denotes organic ingredient",,,https://www.ocado.com/productImages/494/494814011_0_150x150.jpg?identifier=0fc8b9fe6c03450e1a304dc6daf6142a,https://www.ocado.com/products/gusto-organic-sicilian-lemon-with-yuzu-494814011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Benecol,Benecol Soft Cheese Original,2.8499999999999996,160g,Suitable for vegetarians,LIFE 2w+,NA,3.0,2,50,"Lactose Free Quark (Milk), Water, Plant Stanol Ester (Plant Stanols 5%), Lactose Free Skimmed Milk Powder, Salt, Stabilizers (Carrageenan, Carob Gum)Allergen Information",,,https://www.ocado.com/productImages/562/562401011_0_150x150.jpg?identifier=ea7e48fc06de68300ba93c0bdaf6094e,https://www.ocado.com/products/benecol-soft-cheese-original-562401011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Ocado,Ocado Exotic Mushroom Trio Mix,1.7,170g,Suitable for vegetarians,LIFE 3d+,China,4.0,207,78,NA,,,https://www.ocado.com/productImages/733/73329011_0_150x150.jpg?identifier=b0a407f6030169bb1443ce2e957b726e,https://www.ocado.com/products/ocado-exotic-mushroom-trio-mix-73329011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Comte Cheese,4.75,200g,NA,LIFE 1m+,France,4.2,17,77,NA,,,https://www.ocado.com/productImages/505/505810011_0_150x150.jpg?identifier=af4d7a21092bcaa12666bf7fff43a0af,https://www.ocado.com/products/m-s-comte-cheese-505810011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Ocado,Ocado British Growing Coriander,1.1,NA,Suitable for vegetarians,LIFE 1d+,UK,2.5,297,35,NA,,,https://www.ocado.com/productImages/644/64465011_0_150x150.jpg?identifier=0df8d9019eedd7365868dffb79f5f307,https://www.ocado.com/products/ocado-british-growing-coriander-64465011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Melton Mowbray Pork Pie,1.4,145g,NA,LIFE 4d+,UK,3.3,22,60,"British Pork (36%), Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), Pork Lard, Pork Fat, Palm Oil, Rapeseed Oil, Potato Starch, Salt, Pork Stock (Pork, Pork Bones, Pork Fat, Water), Pasteurised Egg, Pork Gelatine, Ground White Pepper, Ground Nutmeg",,,https://www.ocado.com/productImages/505/505457011_0_150x150.jpg?identifier=1e890b73534a5d3335d533bea8dfcbe4,https://www.ocado.com/products/m-s-melton-mowbray-pork-pie-505457011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Vita Coco,Vita Coco 100% Pure Coconut Water,1.7,330ml,Suitable for vegetarians,LIFE 1m+,Sri Lanka,3.3,27,56,"Coconut Water (99%), Fructose (<1%), Vitamin CAllergen Information",,,https://www.ocado.com/productImages/548/54833011_0_150x150.jpg?identifier=aea974b3f37373b39113019040996567,https://www.ocado.com/products/vita-coco-100-pure-coconut-water-54833011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Peeled Large King Prawns,4.45,140g,Suitable for freezing,LIFE 3d+,"Honduras, UK",3.1,45,52,"King Prawns (Crustacean) (98%), Salt, Sugar",,,https://www.ocado.com/productImages/506/506015011_0_150x150.jpg?identifier=7ff9e89861649ba50f933133fbe0ce10,https://www.ocado.com/products/m-s-peeled-large-king-prawns-506015011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S British Chicken Breasts,3.8,250g,Suitable for freezing,LIFE 3d+,UK,2.4,20,45,NA,,,https://www.ocado.com/productImages/516/516859011_0_150x150.jpg?identifier=8fcd0413cf3d1468bd7d89d4ab25f293,https://www.ocado.com/products/m-s-british-chicken-breasts-516859011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Ocado,Ocado Organic Brown Onions,1.35,750g,"Organic, Suitable for vegetarians",LIFE 4d+,Netherlands,3.0,127,50,NA,,,https://www.ocado.com/productImages/654/65451011_0_150x150.jpg?identifier=80b314a5a670d09b14c964a3a6e59d71,https://www.ocado.com/products/ocado-organic-brown-onions-65451011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Tiana,Tiana Fairtrade Organics 100% Raw Coconut Water,2,350ml,"Organic, Suitable for vegetarians",NA,NA,4.3,25,80,100% Pure Coconut Water,,,https://www.ocado.com/productImages/461/461057011_0_150x150.jpg?identifier=b99f367a9b279c01ac5890ff43cf55a6,https://www.ocado.com/products/tiana-fairtrade-organics-100-raw-coconut-water-461057011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,The Collective,The Collective Suckies Peach & Apricot Yoghurt,75,100g,"Suitable for freezing, Suitable for vegetarians",LIFE 5d+,United Kingdom,4.8,36,98,"Live Yoghurt ** (Milk) (80%), Concentrated Apple Juice, Peach Puree (5%), Apricot Puree (5%), Cornflour, Natural Flavourings, Vitamin D, **Contains Cultures: L. Bulgaricus and S. Thermophilus",,,https://www.ocado.com/productImages/234/234426011_0_150x150.jpg?identifier=55a6ebf4457981388174b97475a60b80,https://www.ocado.com/products/the-collective-suckies-peach-apricot-yoghurt-234426011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Bakery,Lovemore,Lovemore Gluten Free Chocolate Brownies,2.25,5 per pack,Suitable for vegetarians,NA,United Kingdom,3.9,15,80,"Sugar, Water, Potato Starch, Rapeseed Oil, Chocolate Éclair Icing (9%) (Sugar, Palm Oil, Glucose Syrup (Preservative (Sulphur Dioxide)), Water, Fat Reduced Cocoa Powder, Rapeseed Oil, Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Polysorbate 60), Salt, Preservative (Potassium Sorbate), Flavouring), Cocoa Powder, Humectant (Glycerol), Pasteurised Egg, Dextrose Monohydrate, Dried Egg White, Raising Agents (Monocalcium Phosphate, Potassium Hydrogen Carbonate), Preservative (Potassium Sorbate), Stabiliser (Xanthan Gum), Salt",,,https://www.ocado.com/productImages/229/229356011_0_150x150.jpg?identifier=25c8a7bf6413a8a2928b6a7cc3d555d5,https://www.ocado.com/products/lovemore-gluten-free-chocolate-brownies-229356011,https://www.ocado.com/browse/bakery-25189?hideOOS=true
Fresh & Chilled Food,M&S,M&S Battered Haddock Fingers,4.2,230g,Suitable for freezing,LIFE 3d+,UK,3.7,99,63,"Haddock (Fish) (56%), Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, Water, Wheat Starch (contains Gluten), Salt, Palm Fat, Raising Agents: E450, Sodium Bicarbonate, E503- Maize Flour, Salt, Sunflower Oil, Wheat Gluten, Yeast, Ground Black Pepper",,,https://www.ocado.com/productImages/518/518180011_0_150x150.jpg?identifier=eb9a4f0169ffa85126757d26126adb5b,https://www.ocado.com/products/m-s-battered-haddock-fingers-518180011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Feel Good,Feel Good Rhubarb and Apple fruitful sparkling water,1.2,330ml,Suitable for vegetarians,NA,United Kingdom,3.8,33,67,"Carbonated Water, Fruit Juices from Concentrate 16% (Apple, Lemon), Natural Flavourings, Colouring Food (Concentrate of Carrot), Echinacea Extract (0.02%)",,,https://www.ocado.com/productImages/515/515062011_0_150x150.jpg?identifier=ca39f2dd677f5371147cba5ff04298d6,https://www.ocado.com/products/feel-good-rhubarb-and-apple-fruitful-sparkling-water-515062011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,DAYLESFORD ORGANIC,Daylesford Organic Oregano Leaf,3.5,17g,"Organic, Suitable for vegetarians",NA,NA,5.0,2,100,NA,,,https://www.ocado.com/productImages/501/501685011_0_150x150.jpg?identifier=4195320e13fe60fa45c9858fa13556d1,https://www.ocado.com/products/daylesford-organic-oregano-leaf-501685011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,BOROUGH BROTH CO,"Borough Broth Organic Apple, Miso & Seaweed Broth",5.5,324g,"Suitable for freezing, Organic, Suitable for vegetarians",LIFE 5d,NA,NA,NA,NA,"Spring Water, Brown Rice Miso* (Whole Soybeans* (47%), Cultured Brown Rice* (33%), Sea Salt, Water), Apples*, Onions*, Ginger, Seaweed*, Black Peppercorns*, Turmeric*, *Signifies Organic ingredient",,,https://www.ocado.com/productImages/458/458084011_0_150x150.jpg?identifier=b97977da3e8cf6c4c3929013e5f747cd,https://www.ocado.com/products/borough-broth-organic-apple-miso-seaweed-broth-458084011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S British Mature Cheddar,2,350g,Suitable for vegetarians,LIFE 2w+,UK,3.3,21,48,NA,,,https://www.ocado.com/productImages/528/528014011_0_150x150.jpg?identifier=ff3c1ef7849e48604300ed191e1729c7,https://www.ocado.com/products/m-s-british-mature-cheddar-528014011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Brindisa,Brindisa Nitrate Free Alejandro Chorizo Slices 100g,3.96,100g,NA,LIFE 2w+,Spain,4.2,38,82,NA,,,https://www.ocado.com/productImages/815/81569011_0_150x150.jpg?identifier=cb6b45436efc09f8c669c3446385fdb2,https://www.ocado.com/products/brindisa-nitrate-free-alejandro-chorizo-slices-100g-81569011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Bastides,French Saucisson Sec De Provence,5,200g,NA,LIFE 2w+,France,3.0,17,42,"Pork Meat, Coating (2%), Salt, Spices, Lactose (Milk), Dextrose, Sugar, Preservative : E252, Fermenting Agent, Coating : Herbes de Provence, Edible Coating Agent, Preservatives : E202, E235, Natural Pork Casing, Prepared with 153g of Pork per 100g of finished product",,,https://www.ocado.com/productImages/527/527613011_0_150x150.jpg?identifier=d09ac7227b2c44a0818f5ee684288689,https://www.ocado.com/products/french-saucisson-sec-de-provence-527613011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",T2,T2 Wakey Wakey Bio Tea Bags,3.65,10 per pack,Suitable for vegetarians,NA,NA,NA,NA,NA,"Yerba Mate (28.5%), Green Tea (21.5%), Ginger, Liquorice Root, Peppermint (10%), Natural Flavouring, Guarana (5%), Goji Berry (4.5%)",,,https://www.ocado.com/productImages/551/551745011_0_150x150.jpg?identifier=e06025be05099f35efdf4385edeb858c,https://www.ocado.com/products/t2-wakey-wakey-bio-tea-bags-551745011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"Soft Drinks, Tea & Coffee",Beanies,Beanies Flavour Coffee - Sticky Toffee Pudding,2.5,50g,"Organic, Suitable for vegetarians",NA,United Kingdom,3.7,34,68,"Freeze Dried Coffee, Flavouring",,,https://www.ocado.com/productImages/549/549826011_0_150x150.jpg?identifier=43e8fe0b46979f0f90c2b1778b54f186,https://www.ocado.com/products/beanies-flavour-coffee-sticky-toffee-pudding-549826011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"Soft Drinks, Tea & Coffee",Beanies,Beanies Flavour Coffee Mint Chocolate,2.5,50g,Suitable for vegetarians,NA,United Kingdom,3.3,10,80,"Freeze Dried Coffee, Flavouring",,,https://www.ocado.com/productImages/530/530152011_0_150x150.jpg?identifier=896e77d3dc23bb8a387359827fe46a4c,https://www.ocado.com/products/beanies-flavour-coffee-mint-chocolate-530152011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Naturya,Naturya Organic Mushroom SuperBlend,16,100g,"Organic, Suitable for vegetarians",NA,NA,NA,NA,NA,"Reishi Powder (40%), Maitake Powder (30%), Shiitake Powder (30%)Allergen Information",,,https://www.ocado.com/productImages/544/544263011_0_150x150.jpg?identifier=fc284d6a91b77d5cb219a2fa8807ec95,https://www.ocado.com/products/naturya-organic-mushroom-superblend-544263011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Soda Folk,Soda Folk Grape Soda,3,4 x 330ml,Suitable for vegetarians,NA,NA,3.7,61,73,"Fruit Juices from Concentrate (Apple 43%, Grape 11%), Carbonated Water, Colouring Food (Concentrate of Carrot And Hibiscus), Acid: Tartaric Acid, Natural Flavourings",,,https://www.ocado.com/productImages/541/541533011_0_150x150.jpg?identifier=8cb8c450655e4d994ff72de84a839938,https://www.ocado.com/products/soda-folk-grape-soda-541533011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,M&S,M&S Red Potatoes,2.65,2.5kg,Suitable for vegetarians,LIFE 3d+,NA,3.4,25,64,NA,,,https://www.ocado.com/productImages/518/518662011_0_150x150.jpg?identifier=66b65d69b9b4c05eee7e2fac7791ba2e,https://www.ocado.com/products/m-s-red-potatoes-518662011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Lucozade,Lucozade Energy Orange,1.25,900ml,Suitable for vegetarians,NA,NA,NA,NA,NA,"Carbonated Water, Glucose Syrup (11%), Orange Juice from Concentrate (6%), Acid (Citric Acid), Acidity Regulator (Sodium Gluconate), Sweeteners (Aspartame, Acesulfame K), Preservative (Potassium Sorbate), Stabiliser (Acacia Gum), Caffeine, Flavourings, Antioxidant (Ascorbic Acid), Niacin (Vitamin B3), Colour (Beta Carotene)",,,https://www.ocado.com/productImages/546/546282011_0_150x150.jpg?identifier=bcd55816dc1dd2b1f70fc540e80785de,https://www.ocado.com/products/lucozade-energy-orange-546282011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,DAYLESFORD ORGANIC,Daylesford Organic Ginger Snaps,5,160g,Organic,NA,UK,4.0,24,75,NA,,,https://www.ocado.com/productImages/272/272156011_0_150x150.jpg?identifier=ffbfd42cd7bc8cf39060da80d9fedb23,https://www.ocado.com/products/daylesford-organic-ginger-snaps-272156011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Azera,Nescafe Azera Americano Instant Coffee,3,90g,NA,NA,NA,4.5,113,87,"Soluble Coffee, Roast and Ground Coffee (5%)",,,https://www.ocado.com/productImages/825/82539011_0_150x150.jpg?identifier=7d8b040cd61369e05182391ef4bc129c,https://www.ocado.com/products/nescafe-azera-americano-instant-coffee-82539011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"Soft Drinks, Tea & Coffee",Costa,Costa Ground Intensely Dark Amazonian Blend,3.7,200g,Suitable for vegetarians,NA,United Kingdom,5.0,1,100,NA,,,https://www.ocado.com/productImages/557/557723011_0_150x150.jpg?identifier=68584594667538d1dd7530b23a7b6ca2,https://www.ocado.com/products/costa-ground-intensely-dark-amazonian-blend-557723011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"Soft Drinks, Tea & Coffee",Twinings,"Twinings Cold In'fuse Metabolism with Watermelon, Apple and Zinc",3.9499999999999997,12 per pack,Suitable for vegetarians,NA,NA,2.9,45,47,"Green Tea* (38%), White Hibiscus*, Natural Watermelon Flavouring with other Natural Flavourings (15%), Natural Apple Flavouring with other Natural Flavourings (15%), Zinc Granules (7%), Stevia Leaves* (5%), Natural Flavouring, Matcha Granules (2.5%), *These herbal ingredients are specially heat treated to make them safe to drop into cold water",,,https://www.ocado.com/productImages/523/523438011_0_150x150.jpg?identifier=6b12b84a065bdc19ced258b0a1285d5c,https://www.ocado.com/products/twinings-cold-in-fuse-metabolism-with-watermelon-apple-and-zinc-523438011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Potts,Potts Beef Stock,2.5,400g,"Suitable for freezing, Suitable for the microwave",NA,NA,2.6,11,46,"Water, Beef Stock Base (7%) (Beef Stock, Water, Yeast Extract, Salt, Lemon Juice Concentrate, Beef Fat), Salt, Sugar, Lactic Acid",,,https://www.ocado.com/productImages/482/482615011_0_150x150.jpg?identifier=63502680d847bbf61865ae3058849966,https://www.ocado.com/products/potts-beef-stock-482615011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Sausage & Tomato Fettuccine,4.2,400g,NA,LIFE 3d+,United Kingdom,4.1,14,79,"Cooked Egg Pasta (38%) (Durum Wheat Semolina (contains Gluten), Pasteurised Egg), Water, Cooked Pork Sausagemeat (12%), ((Cured Pork (45%) (Pork, Water, Curing Salt (Salt, Preservative: Sodium Nitrate, Sodium Nitrite), Pork (39%), Pork Fat (9%), Salt, Dried Sage, Dextrose, Antioxidant: Ascorbic Acid), Marinated Semi-Dried Tomatoes (7%) (Semi-Dried Tomatoes, Sunflower Oil, Sugar, Salt, Dried Garlic, Dried Oregano, Lemon Juice), Whipping Cream (Milk) (6%), Crème Fraîche (Milk), Onions, Rapeseed Oil, Garlic Purée, Lemon Zest, Cornflour, Chicken Stock (Water, Chicken Bones), Salt, Red Chilli Purée, Roasted Garlic Purée, Crushed Fennel Seeds, Parsley, Basil, Rosemary, Sage, Thyme, Fennel, Dried Chilies, Cracked Black Pepper, Ground Black Pepper, Ground Bay Leaves",,,https://www.ocado.com/productImages/547/547626011_0_150x150.jpg?identifier=1f464d8ac421188d270e5f59e1ddcbc7,https://www.ocado.com/products/m-s-sausage-tomato-fettuccine-547626011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Select Farms Baby Sprouts,1.1,200g,Suitable for vegetarians,LIFE 2d+,NA,4.8,48,94,NA,,,https://www.ocado.com/productImages/517/517691011_0_150x150.jpg?identifier=cd64ceeff1c6d03c07b187f47d1bc585,https://www.ocado.com/products/m-s-select-farms-baby-sprouts-517691011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Baking Potatoes,1.05,2 per pack,Suitable for vegetarians,LIFE 3d+,NA,2.6,34,45,NA,,,https://www.ocado.com/productImages/518/518513011_0_150x150.jpg?identifier=f8b66348cf99af19d863caae34a045bc,https://www.ocado.com/products/m-s-baking-potatoes-518513011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Onken,"Onken Mango, Papaya & Passionfruit Biopot Yoghurt",1.6,450g,NA,LIFE 1w+,Germany,4.9,52,89,"Yogurt (Milk), Sugar, Mango (3.9%), Papaya (3%), Passion Fruit Juice (1.6%), Modified Tapioca Starch, Mango Puree (0.5%), Modified Corn Starch, Thickeners (Pectins, Guar Gum), Flavouring, Turmeric Extract",,,https://www.ocado.com/productImages/220/22021011_0_150x150.jpg?identifier=28e1c5a044333c1fbfcc9eb11a432fbc,https://www.ocado.com/products/onken-mango-papaya-passionfruit-biopot-yoghurt-22021011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S King Prawn Bhuna,5,400g,"Suitable for freezing, Suitable for the microwave",LIFE 3d+,"Honduras, UK",4.2,47,75,"King Prawns (Crustacean) (33%), Onions (28%), Tomatoes (17%), Green Peppers (6%), Red Peppers (6%), Tomato Paste, Rapeseed Oil, Yogurt (Milk) (2.5%), Garlic Purée, Ginger Purée, Coriander, Salt, Ground Paprika, Green Chilli Purée, Ground Cumin, Ground Garam Masala (Roasted Coriander, Roasted Cumin, Black Pepper, Cinnamon, Mace, Roasted Green Cardamom Seeds, Ginger, Fennel, Cloves, Nutmeg, Bay Leaves), Lemon Juice, Ground Coriander, Ground Fenugreek, Turmeric, Whole Green Cardamom, Chilli Powder, Ground Green Cardamom, Ground Bay Leaves, Chilli Extract",,,https://www.ocado.com/productImages/514/514020011_0_150x150.jpg?identifier=74330ee689de7550f6b764ddcf992243,https://www.ocado.com/products/m-s-king-prawn-bhuna-514020011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,The Collective,The Collective Vanilla Kefir Yoghurt,1.7,400g,Suitable for vegetarians,NA,United Kingdom,4.6,41,93,"Live Yoghurt (Milk) Fermented with Kefir Cultures**, Water, Concentrated Grape Juice, Blossom Honey (1%), Cornflour, Natural Flavourings, Gelling Agent (Fruit Pectin), Spent Madagascan Vanilla Bean, Acidity Regulator (Lactic Acid), Madagascan Vanilla Extract, **Contains 13 Live 'N' Active Cultures including: Bifidobacterium Lactis, L. Acidophilus, L. Rhamnosus, Bifidobacterium Infantis, L. Paracasei, L. Fermentum, S. Thermophilus, L. Delbrueckii Subsp. Lactis",,,https://www.ocado.com/productImages/542/542183011_0_150x150.jpg?identifier=5c40f9ec09dfb1405129b90fd946c988,https://www.ocado.com/products/the-collective-vanilla-kefir-yoghurt-542183011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",East India Company,The East India Company Campbell Darjeeling Black Tea Pyramid Bags,8,10 per pack,Suitable for vegetarians,NA,NA,NA,NA,NA,Black Tea,,,https://www.ocado.com/productImages/505/505313011_0_150x150.jpg?identifier=ba74f5e12b70300fd6f4e738d81153a7,https://www.ocado.com/products/the-east-india-company-campbell-darjeeling-black-tea-pyramid-bags-505313011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
