subcategory,subcategory_link,category_link
Artificial Sweeteners,https://www.elgrocer.com/store/new-w-mart-al-barsha/condiments/artificial-sweeteners,https://www.elgrocer.com/store/new-w-mart-al-barsha/condiments
Seasoning,https://www.elgrocer.com/store/new-w-mart-al-barsha/condiments/seasoning-351035,https://www.elgrocer.com/store/new-w-mart-al-barsha/condiments
Cat Food,https://www.elgrocer.com/store/ajman-coop-rumailah/pet-supplies/cat-food-237,https://www.elgrocer.com/store/ajman-coop-rumailah/pet-supplies
Cat Supplies,https://www.elgrocer.com/store/ajman-coop-rumailah/pet-supplies/cat-supplies,https://www.elgrocer.com/store/ajman-coop-rumailah/pet-supplies
Dog Food,https://www.elgrocer.com/store/ajman-coop-rumailah/pet-supplies/dog-food-3631,https://www.elgrocer.com/store/ajman-coop-rumailah/pet-supplies
Birds,https://www.elgrocer.com/store/ajman-coop-rumailah/pet-supplies/birds-3630,https://www.elgrocer.com/store/ajman-coop-rumailah/pet-supplies
Buy 1 Get 1,https://www.elgrocer.com/store/jones-the-grocer-szr/buy-1-get-1/buy-1-get-1-837092,https://www.elgrocer.com/store/jones-the-grocer-szr/buy-1-get-1
Crab,https://www.elgrocer.com/store/gulf-seafood/lobster-squid-crab/crab-87239,https://www.elgrocer.com/store/gulf-seafood/lobster-squid-crab
Lobster,https://www.elgrocer.com/store/gulf-seafood/lobster-squid-crab/lobster-388849,https://www.elgrocer.com/store/gulf-seafood/lobster-squid-crab
Squid,https://www.elgrocer.com/store/gulf-seafood/lobster-squid-crab/squid-768647,https://www.elgrocer.com/store/gulf-seafood/lobster-squid-crab
Sanitizer,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness/sanitizer-496,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness
Family Planning,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness/family-planning,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness
Antiseptic,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness/antiseptic-495,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness
Female Hygiene,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness/female-hygiene,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness
Medicines & Pain Relief,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness/medicines-pain-relief,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness
Vitamins & Supplements,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness/vitamins-supplements,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness
First Aid,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness/first-aid,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness
Equipment & Devices,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness/equipment-devices,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness
Dental Care,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness/dental-care-798664,https://www.elgrocer.com/store/ajman-coop-jurf-329/health-wellness
Pasta,https://www.elgrocer.com/store/new-w-mart-al-barsha/pasta-rice/pasta,https://www.elgrocer.com/store/new-w-mart-al-barsha/pasta-rice
Rice,https://www.elgrocer.com/store/new-w-mart-al-barsha/pasta-rice/rice,https://www.elgrocer.com/store/new-w-mart-al-barsha/pasta-rice
Noodles,https://www.elgrocer.com/store/new-w-mart-al-barsha/pasta-rice/noodles,https://www.elgrocer.com/store/new-w-mart-al-barsha/pasta-rice
